Date,Away,AwayPts,Home,HomePts,Diff
2023-12-01,Towson,48,South Dakota St.,61,-13
2023-12-05,Kent St.,82,South Dakota St.,73,9
2023-12-14,Mayville St.,62,South Dakota St.,94,-32
2023-12-31,North Dakota,61,South Dakota St.,80,-19
2023-11-09,South Carolina St.,52,South Florida,96,-44
2023-11-15,Central Michigan,68,South Florida,63,5
2023-11-19,Northern Iowa,65,South Florida,74,-9
2023-11-22,Maine,70,South Florida,59,11
2023-12-09,Florida St.,72,South Florida,88,-16
2023-12-12,Arkansas Pine Bluff,86,South Florida,104,-18
2023-12-16,Loyola Chicago,64,South Florida,77,-13
2023-12-22,Albany,73,South Florida,89,-16
2023-12-29,Alabama St.,70,South Florida,73,-3
2023-11-15,Evansville,76,Southeast Missouri St.,57,19
2023-11-20,Central Arkansas,68,Southeast Missouri St.,70,-2
2023-11-25,Evansville,93,Southeast Missouri St.,74,19
2023-12-03,Missouri Baptist,56,Southeast Missouri St.,84,-28
2023-12-06,Harris Stowe,45,Southeast Missouri St.,95,-50
2023-12-17,Lindsey Wilson,59,Southeast Missouri St.,87,-28
2023-12-29,Southern Indiana,91,Southeast Missouri St.,93,-2
2023-12-31,Morehead St.,83,Southeast Missouri St.,64,19
2023-11-06,Delta St.,71,Southeastern Louisiana,90,-19
2023-11-25,Tennessee St.,91,Southeastern Louisiana,77,14
2023-11-28,Southern New Orleans,55,Southeastern Louisiana,101,-46
2023-12-20,Grambling St.,47,Southeastern Louisiana,48,-1
2023-12-30,Loyola LA,64,Southeastern Louisiana,87,-23
2023-12-09,Southeastern Louisiana,44,Southern,69,-25
2023-12-12,Champion Christian,61,Southern,109,-48
2023-12-19,Wiley,49,Southern,82,-33
2023-12-31,Ecclesia,42,Southern,115,-73
2023-11-06,Kentucky St.,57,Southern Illinois,88,-31
2023-11-10,Queens,68,Southern Illinois,91,-23
2023-11-16,Chicago St.,55,Southern Illinois,71,-16
2023-11-21,James Madison,82,Southern Illinois,76,6
2023-12-02,Saint Louis,62,Southern Illinois,101,-39
2023-12-05,Oklahoma St.,68,Southern Illinois,70,-2
2023-12-12,Austin Peay,70,Southern Illinois,68,2
2023-12-19,North Dakota St.,63,Southern Illinois,76,-13
2023-12-22,Southern Indiana,50,Southern Illinois,81,-31
2023-12-30,Illinois Chicago,50,Southern Illinois,62,-12
2023-11-12,Chicago St.,78,Southern Indiana,67,11
2023-11-14,Tiffin,65,Southern Indiana,68,-3
2023-11-28,East West,49,Southern Indiana,107,-58
2023-12-02,Bowling Green,54,Southern Indiana,52,2
2023-12-06,Purdue Fort Wayne,70,Southern Indiana,57,13
2023-12-19,St. Francis IL,47,Southern Indiana,79,-32
2023-11-06,William Carey,42,Southern Miss,64,-22
2023-11-15,Xavier LA,45,Southern Miss,76,-31
2023-11-19,Utah Valley,67,Southern Miss,65,2
2023-11-22,South Dakota St.,65,Southern Miss,54,11
2023-12-09,Northwestern St.,74,Southern Miss,83,-9
2023-11-09,Life Pacific,73,Southern Utah,108,-35
2023-11-29,Cal Baptist,91,Southern Utah,66,25
2023-12-09,Idaho St.,74,Southern Utah,82,-8
2023-12-22,Middle Tennessee,63,Southern Utah,69,-6
2023-12-30,Antelope Valley,78,Southern Utah,95,-17
2023-11-06,Longwood,69,St. Bonaventure,73,-4
2023-11-11,Canisius,70,St. Bonaventure,67,3
2023-11-22,Bucknell,61,St. Bonaventure,67,-6
2023-11-25,Miami OH,60,St. Bonaventure,90,-30
2023-12-09,Siena,56,St. Bonaventure,89,-33
2023-12-16,Florida Atlantic,64,St. Bonaventure,54,10
2023-12-22,Binghamton,64,St. Bonaventure,90,-26
2023-11-07,Stony Brook,74,St. John's,90,-16
2023-11-13,Michigan,89,St. John's,73,16
2023-11-25,Holy Cross,45,St. John's,91,-46
2023-12-06,Sacred Heart,50,St. John's,85,-35
2023-12-10,Boston College,86,St. John's,80,6
2023-12-16,Fordham,55,St. John's,77,-22
2023-12-20,Xavier,66,St. John's,81,-15
2023-12-30,Hofstra,79,St. John's,84,-5
2023-11-10,Idaho St.,53,St. Thomas,54,-1
2023-11-12,North Central MN,54,St. Thomas,100,-46
2023-12-06,Milwaukee,71,St. Thomas,75,-4
2023-12-17,Crown,66,St. Thomas,85,-19
2023-12-21,Wisconsin River Falls,51,St. Thomas,104,-53
2023-12-31,UMKC,56,St. Thomas,77,-21
2023-11-06,Cal St. Northridge,79,Stanford,88,-9
2023-11-10,Sacramento St.,73,Stanford,91,-18
2023-11-14,Santa Clara,89,Stanford,77,12
2023-11-17,Eastern Washington,70,Stanford,95,-25
2023-11-22,Arkansas,77,Stanford,74,3
2023-11-23,Michigan,83,Stanford,78,5
2023-11-24,Northern Iowa,73,Stanford,51,22
2023-12-03,San Diego,64,Stanford,88,-24
2023-12-17,Idaho,64,Stanford,82,-18
2023-12-29,Arizona St.,76,Stanford,73,3
2023-12-31,Arizona,82,Stanford,100,-18
2023-11-06,North American,68,Stephen F. Austin,96,-28
2023-11-20,Drake,68,Stephen F. Austin,92,-24
2023-11-29,Tarleton St.,68,Stephen F. Austin,66,2
2023-12-05,Louisiana Tech,56,Stephen F. Austin,49,7
2023-12-19,New Mexico St.,72,Stephen F. Austin,75,-3
2023-12-22,Paul Quinn,58,Stephen F. Austin,115,-57
2023-12-29,New Orleans,51,Stephen F. Austin,80,-29
2023-11-06,Trinity Baptist,54,Stetson,109,-55
2023-11-21,Central Michigan,61,Stetson,71,-10
2023-11-29,Coastal Georgia,49,Stetson,94,-45
2023-12-10,Johnson FL,43,Stetson,123,-80
2023-12-29,Charlotte,75,Stetson,79,-4
2023-11-09,Army,44,Stonehill,57,-13
2023-11-29,UMass Lowell,80,Stonehill,74,6
2023-12-02,Binghamton,79,Stonehill,64,15
2023-12-17,Hartford,44,Stonehill,71,-27
2023-11-10,St. Joseph's NY,50,Stony Brook,91,-41
2023-11-20,Rider,48,Stony Brook,55,-7
2023-12-02,Wagner,60,Stony Brook,59,1
2023-12-06,Stonehill,63,Stony Brook,81,-18
2023-12-09,Bryant,75,Stony Brook,86,-11
2023-12-13,Norfolk St.,78,Stony Brook,84,-6
2023-12-29,Brown,65,Stony Brook,69,-4
2023-11-06,New Hampshire,72,Syracuse,83,-11
2023-11-08,Canisius,77,Syracuse,89,-12
2023-11-14,Colgate,75,Syracuse,79,-4
2023-11-20,Tennessee,73,Syracuse,56,17
2023-11-28,LSU,57,Syracuse,80,-23
2023-12-05,Cornell,70,Syracuse,81,-11
2023-12-21,Niagara,71,Syracuse,83,-12
2023-12-30,Pittsburgh,73,Syracuse,81,-8
2023-11-06,Southern,75,TCU,108,-33
2023-11-09,Nebraska Omaha,60,TCU,82,-22
2023-11-14,UT Rio Grande Valley,55,TCU,88,-33
2023-11-17,Mississippi Valley St.,52,TCU,86,-34
2023-11-21,Alcorn St.,74,TCU,93,-19
2023-11-27,Houston Christian,64,TCU,101,-37
2023-12-16,Arizona St.,59,TCU,79,-20
2023-12-22,Nevada,88,TCU,75,13
2023-11-11,UNT Dallas,52,Tarleton St.,93,-41
2023-11-22,Cal St. Bakersfield,40,Tarleton St.,59,-19
2023-12-02,UT Rio Grande Valley,75,Tarleton St.,77,-2
2023-12-05,Hardin Simmons,56,Tarleton St.,92,-36
2023-12-12,Sterling KS,47,Tarleton St.,85,-38
2023-12-18,Jacksonville St.,65,Tarleton St.,62,3
2023-11-06,Maryland Eastern Shore,65,Temple,85,-20
2023-11-18,Columbia,78,Temple,73,5
2023-11-22,Mississippi,77,Temple,76,1
2023-11-29,La Salle,99,Temple,106,-7
2023-12-06,Bloomsburg,55,Temple,85,-30
2023-12-10,Albany,73,Temple,78,-5
2023-11-06,Tennessee Tech,42,Tennessee,80,-38
2023-11-14,Wofford,61,Tennessee,82,-21
2023-12-05,George Mason,66,Tennessee,87,-21
2023-12-09,Illinois,79,Tennessee,86,-7
2023-12-12,Georgia Southern,56,Tennessee,74,-18
2023-12-16,N.C. State,70,Tennessee,79,-9
2023-12-21,Tarleton St.,46,Tennessee,65,-19
2023-11-06,Champion Christian,76,Tennessee Martin,104,-28
2023-11-13,Brescia,72,Tennessee Martin,90,-18
2023-11-19,Prairie View A&M,78,Tennessee Martin,66,12
2023-11-22,North Alabama,103,Tennessee Martin,105,-2
2023-12-10,Ecclesia,52,Tennessee Martin,110,-58
2023-12-20,William Woods,75,Tennessee Martin,78,-3
2023-11-06,Fisk,61,Tennessee St.,76,-15
2023-11-09,Kentucky St.,58,Tennessee St.,83,-25
2023-11-20,Midway,70,Tennessee St.,87,-17
2023-11-24,Mercer,60,Tennessee St.,59,1
2023-12-02,Austin Peay,65,Tennessee St.,69,-4
2023-12-16,Boyce,59,Tennessee St.,117,-58
2023-12-28,Tennessee Martin,91,Tennessee St.,75,16
2023-12-30,Little Rock,82,Tennessee St.,90,-8
2023-11-14,Lipscomb,96,Tennessee Tech,65,31
2023-11-16,Midway,70,Tennessee Tech,82,-12
2023-11-28,Western Carolina,69,Tennessee Tech,65,4
2023-12-03,Alice Lloyd,82,Tennessee Tech,108,-26
2023-12-12,Bethel TN,74,Tennessee Tech,81,-7
2023-12-16,North Alabama,67,Tennessee Tech,70,-3
2023-12-28,Little Rock,81,Tennessee Tech,75,6
2023-12-30,Tennessee Martin,81,Tennessee Tech,73,8
2023-11-06,Incarnate Word,56,Texas,88,-32
2023-11-10,Delaware St.,59,Texas,86,-27
2023-11-15,Rice,64,Texas,80,-16
2023-11-20,Connecticut,81,Texas,71,10
2023-11-26,Wyoming,63,Texas,86,-23
2023-11-30,Texas St.,58,Texas,77,-19
2023-12-09,Houston Christian,50,Texas,77,-27
2023-12-16,LSU,85,Texas,96,-11
2023-12-22,Texas A&M Corpus Chris,55,Texas,71,-16
2023-12-29,UNC Greensboro,37,Texas,72,-35
2023-11-06,Texas A&M Commerce,46,Texas A&M,78,-32
2023-11-17,Oral Roberts,66,Texas A&M,74,-8
2023-11-23,Penn St.,77,Texas A&M,89,-12
2023-12-06,DePaul,64,Texas A&M,89,-25
2023-12-10,Memphis,81,Texas A&M,75,6
2023-12-22,Houston Christian,52,Texas A&M,79,-27
2023-12-30,Prairie View A&M,54,Texas A&M,79,-25
2023-11-15,Science and Arts,63,Texas A&M Commerce,113,-50
2023-11-20,Stonehill,86,Texas A&M Commerce,97,-11
2023-11-26,Denver,71,Texas A&M Commerce,61,10
2023-11-29,Dallas Christian,48,Texas A&M Commerce,100,-52
2023-12-11,Northern Colorado,99,Texas A&M Commerce,101,-2
2023-12-18,Arlington Baptist,53,Texas A&M Commerce,130,-77
2023-11-07,Southwestern Adventist,46,Texas A&M Corpus Chris,111,-65
2023-11-13,Dallas Christian,45,Texas A&M Corpus Chris,104,-59
2023-12-06,UT Rio Grande Valley,76,Texas A&M Corpus Chris,74,2
2023-12-09,Nebraska Omaha,58,Texas A&M Corpus Chris,62,-4
2023-12-18,Texas Lutheran,50,Texas A&M Corpus Chris,102,-52
2023-12-30,Schreiner,61,Texas A&M Corpus Chris,84,-23
2023-12-17,Howard,78,Texas Southern,79,-1
2023-12-21,Samford,87,Texas Southern,65,22
2023-12-28,Biblical Studies,72,Texas Southern,108,-36
2023-11-17,UTSA,62,Texas St.,72,-10
2023-11-22,Southern Utah,74,Texas St.,67,7
2023-12-11,Jarvis Christian,58,Texas St.,107,-49
2023-12-18,LeTourneau,68,Texas St.,110,-42
2023-11-08,Texas A&M Commerce,46,Texas Tech,73,-27
2023-11-12,San Jose St.,42,Texas Tech,56,-14
2023-11-16,Texas A&M Corpus Chris,64,Texas Tech,73,-9
2023-11-22,Villanova,85,Texas Tech,69,16
2023-11-23,Northern Iowa,70,Texas Tech,72,-2
2023-12-06,Nebraska Omaha,58,Texas Tech,87,-29
2023-12-12,Oral Roberts,76,Texas Tech,82,-6
2023-12-16,Vanderbilt,54,Texas Tech,76,-22
2023-12-21,UT Arlington,66,Texas Tech,77,-11
2023-12-28,Sam Houston St.,60,Texas Tech,96,-36
2023-11-10,Boston College,75,The Citadel,71,4
2023-11-16,North Greenville,59,The Citadel,77,-18
2023-11-21,North Carolina Central,61,The Citadel,67,-6
2023-11-28,Charleston Southern,52,The Citadel,81,-29
2023-12-05,Pfeiffer,60,The Citadel,88,-28
2023-12-30,Toccoa Falls,76,The Citadel,106,-30
2023-11-06,Detroit Mercy,60,Toledo,94,-34
2023-11-11,Louisiana,78,Toledo,87,-9
2023-11-22,UC Irvine,77,Toledo,71,6
2023-12-02,George Mason,86,Toledo,77,9
2023-12-09,Northern Iowa,80,Toledo,84,-4
2023-12-13,Marshall,87,Toledo,88,-1
2023-12-20,Vermont,86,Toledo,60,26
2023-11-12,Robert Morris,62,Towson,66,-4
2023-11-16,Houston,65,Towson,49,16
2023-11-19,North Texas,65,Towson,39,26
2023-11-26,Morgan St.,58,Towson,67,-9
2023-12-06,Massachusetts,71,Towson,81,-10
2023-12-22,Nicholls St.,55,Towson,65,-10
2023-12-30,Arcadia,46,Towson,97,-51
2023-11-06,Fort Lauderdale,47,Troy,92,-45
2023-11-14,Reinhardt,46,Troy,111,-65
2023-11-20,Sam Houston St.,88,Troy,86,2
2023-11-24,Grambling St.,67,Troy,80,-13
2023-12-01,SIU Edwardsville,60,Troy,83,-23
2023-12-12,Southern New Orleans,63,Troy,110,-47
2023-12-21,Eastern Kentucky,81,Troy,88,-7
2023-11-06,Nicholls St.,81,Tulane,91,-10
2023-11-09,Northwestern St.,71,Tulane,88,-17
2023-11-17,Sacramento St.,57,Tulane,92,-35
2023-11-20,Bradley,80,Tulane,77,3
2023-11-29,Prairie View A&M,77,Tulane,98,-21
2023-12-14,Furman,110,Tulane,117,-7
2023-12-16,Southern,81,Tulane,105,-24
2023-12-22,George Mason,69,Tulane,66,3
2023-12-29,Dillard,64,Tulane,94,-30
2023-11-06,Central Arkansas,53,Tulsa,70,-17
2023-11-11,Incarnate Word,71,Tulsa,85,-14
2023-11-16,Jackson St.,52,Tulsa,72,-20
2023-11-20,South Carolina St.,70,Tulsa,90,-20
2023-12-05,Loyola Chicago,77,Tulsa,88,-11
2023-12-16,Missouri St.,72,Tulsa,73,-1
2023-12-19,Mississippi Valley St.,50,Tulsa,79,-29
2023-12-22,New Mexico St.,59,Tulsa,65,-6
2023-12-29,Southwestern Oklahoma,54,Tulsa,95,-41
2023-11-06,Bradley,73,UAB,71,2
2023-11-10,Clemson,77,UAB,76,1
2023-11-12,Maryland,63,UAB,66,-3
2023-11-16,Alcorn St.,77,UAB,80,-3
2023-11-25,Furman,86,UAB,92,-6
2023-11-28,McNeese St.,81,UAB,60,21
2023-12-01,Southern Miss,85,UAB,82,3
2023-12-17,Montevallo,56,UAB,92,-36
2023-12-22,Drake,78,UAB,79,-1
2023-12-29,UNC Asheville,85,UAB,90,-5
2023-11-06,Jessup,51,UC Davis,86,-35
2023-11-09,Pepperdine,78,UC Davis,79,-1
2023-11-14,North Dakota St.,53,UC Davis,68,-15
2023-11-26,Sacramento St.,69,UC Davis,63,6
2023-12-09,Milwaukee,81,UC Davis,79,2
2023-12-19,Montana,73,UC Davis,61,12
2023-12-21,California Merced,57,UC Davis,80,-23
2023-12-28,UC Santa Barbara,62,UC Davis,76,-14
2023-12-30,Cal Poly,46,UC Davis,71,-25
2023-11-11,New Mexico St.,74,UC Irvine,91,-17
2023-11-17,Occidental,51,UC Irvine,111,-60
2023-11-21,Pepperdine,60,UC Irvine,76,-16
2023-11-24,Rice,68,UC Irvine,83,-15
2023-12-16,South Dakota,78,UC Irvine,121,-43
2023-12-28,UC Riverside,66,UC Irvine,73,-7
2023-11-07,California Merced,69,UC Riverside,76,-7
2023-11-26,Bethesda,63,UC Riverside,109,-46
2023-12-03,North Dakota,62,UC Riverside,68,-6
2023-12-16,Cal Baptist,70,UC Riverside,69,1
2023-12-21,Idaho,67,UC Riverside,82,-15
2023-12-30,UC Santa Barbara,77,UC Riverside,79,-2
2023-11-06,Denver,87,UC San Diego,95,-8
2023-11-11,San Diego,63,UC San Diego,69,-6
2023-11-13,La Verne,57,UC San Diego,116,-59
2023-11-18,Navy,55,UC San Diego,73,-18
2023-12-01,San Diego St.,63,UC San Diego,62,1
2023-12-05,Occidental,67,UC San Diego,98,-31
2023-12-28,Cal St. Bakersfield,64,UC San Diego,76,-12
2023-11-09,Portland St.,82,UC Santa Barbara,76,6
2023-11-19,Le Moyne,72,UC Santa Barbara,96,-24
2023-11-22,Westmont,79,UC Santa Barbara,91,-12
2023-11-29,Northern Arizona,59,UC Santa Barbara,70,-11
2023-12-09,Bethesda,76,UC Santa Barbara,126,-50
2023-12-20,Howard,81,UC Santa Barbara,94,-13
2023-11-06,FIU,62,UCF,85,-23
2023-11-16,Cal St. Fullerton,44,UCF,72,-28
2023-11-19,South Dakota St.,80,UCF,83,-3
2023-11-20,Charlotte,71,UCF,74,-3
2023-11-26,Stetson,85,UCF,82,3
2023-12-02,Lipscomb,57,UCF,72,-15
2023-12-06,Jacksonville,52,UCF,94,-42
2023-12-10,Mississippi,70,UCF,68,2
2023-12-18,Maine,51,UCF,74,-23
2023-12-21,Florida A&M,56,UCF,69,-13
2023-12-29,Bethune Cookman,54,UCF,98,-44
2023-11-06,Saint Francis,44,UCLA,75,-31
2023-11-10,Lafayette,50,UCLA,68,-18
2023-11-15,LIU,58,UCLA,78,-20
2023-11-22,Gonzaga,69,UCLA,65,4
2023-11-30,UC Riverside,65,UCLA,66,-1
2023-12-19,Cal St. Northridge,76,UCLA,72,4
2023-12-22,Maryland,69,UCLA,60,9
2023-11-11,Marist,65,UMBC,59,6
2023-11-14,Penn St. York,65,UMBC,84,-19
2023-11-17,Sacred Heart,80,UMBC,85,-5
2023-11-19,Loyola MD,79,UMBC,94,-15
2023-12-02,Lehigh,87,UMBC,92,-5
2023-12-09,Towson,89,UMBC,73,16
2023-12-29,American,87,UMBC,85,2
2023-11-06,Avila,48,UMKC,79,-31
2023-11-11,Saint Mary,42,UMKC,95,-53
2023-11-24,UNC Greensboro,76,UMKC,64,12
2023-11-30,Southeast Missouri St.,44,UMKC,74,-30
2023-12-12,Tabor,57,UMKC,80,-23
2023-12-29,Oral Roberts,60,UMKC,77,-17
2023-11-06,Rivier,51,UMass Lowell,96,-45
2023-12-05,Fisher,69,UMass Lowell,117,-48
2023-12-12,LIU,65,UMass Lowell,78,-13
2023-12-16,Central Connecticut,57,UMass Lowell,54,3
2023-12-31,Emerson,48,UMass Lowell,116,-68
2023-11-11,UNC Wilmington,83,UNC Asheville,66,17
2023-11-14,Carolina,54,UNC Asheville,117,-63
2023-11-18,Virginia Lynchburg,59,UNC Asheville,114,-55
2023-11-25,Wofford,82,UNC Asheville,85,-3
2023-11-26,Western Kentucky,67,UNC Asheville,77,-10
2023-12-01,Johnson TN,51,UNC Asheville,97,-46
2023-12-18,South Carolina St.,75,UNC Asheville,79,-4
2023-12-23,Kennesaw St.,70,UNC Asheville,79,-9
2023-11-10,North Carolina A&T,78,UNC Greensboro,94,-16
2023-12-01,William Peace,56,UNC Greensboro,88,-32
2023-12-07,Eastern Kentucky,85,UNC Greensboro,87,-2
2023-12-10,Elon,73,UNC Greensboro,82,-9
2023-12-21,Virginia Lynchburg,57,UNC Greensboro,135,-78
2023-11-06,Mount Olive,66,UNC Wilmington,105,-39
2023-11-14,Columbia International,80,UNC Wilmington,116,-36
2023-12-10,Montreat,50,UNC Wilmington,119,-69
2023-11-08,Southern,85,UNLV,71,14
2023-11-11,Stetson,55,UNLV,71,-16
2023-11-20,Florida St.,83,UNLV,75,8
2023-11-28,Akron,70,UNLV,72,-2
2023-12-09,Loyola Marymount,78,UNLV,75,3
2023-12-13,Creighton,64,UNLV,79,-15
2023-12-21,Hofstra,56,UNLV,74,-18
2023-12-31,Carroll MT,51,UNLV,87,-36
2023-11-09,Cal St. Bakersfield,59,USC,85,-26
2023-11-14,UC Irvine,70,USC,60,10
2023-11-19,Brown,70,USC,81,-11
2023-11-23,Seton Hall,63,USC,71,-8
2023-11-24,Oklahoma,72,USC,70,2
2023-11-29,Eastern Washington,78,USC,106,-28
2023-12-02,Gonzaga,89,USC,76,13
2023-12-10,Long Beach St.,84,USC,79,5
2023-11-12,Carolina,48,USC Upstate,106,-58
2023-11-25,Voorhees,44,USC Upstate,79,-35
2023-12-09,Kennesaw St.,84,USC Upstate,77,7
2023-12-16,Western Carolina,70,USC Upstate,53,17
2023-12-30,Coker,76,USC Upstate,96,-20
2023-11-06,Oral Roberts,71,UT Arlington,75,-4
2023-11-11,Texas Tyler,64,UT Arlington,95,-31
2023-11-22,Alcorn St.,69,UT Arlington,82,-13
2023-11-25,Texas St.,73,UT Arlington,66,7
2023-11-29,Abilene Christian,71,UT Arlington,86,-15
2023-12-06,UNT Dallas,37,UT Arlington,74,-37
2023-12-16,Air Force,73,UT Arlington,76,-3
2023-11-06,Southwestern Adventist,59,UT Rio Grande Valley,110,-51
2023-11-20,North American,73,UT Rio Grande Valley,92,-19
2023-11-29,Grand Canyon,79,UT Rio Grande Valley,69,10
2023-12-15,Texas A&M Corpus Chris,86,UT Rio Grande Valley,76,10
2023-12-30,Incarnate Word,74,UT Rio Grande Valley,77,-3
2023-11-06,McMurry,71,UTEP,120,-49
2023-11-09,Science and Arts,72,UTEP,123,-51
2023-11-13,UC Santa Barbara,76,UTEP,89,-13
2023-11-17,Austin Peay,63,UTEP,71,-8
2023-11-22,Bradley,63,UTEP,59,4
2023-11-29,Texas A&M Corpus Chris,67,UTEP,63,4
2023-12-04,Western New Mexico,62,UTEP,90,-28
2023-12-20,Norfolk St.,65,UTEP,67,-2
2023-12-21,Wyoming,67,UTEP,78,-11
2023-12-30,Seattle,73,UTEP,61,12
2023-11-06,Western Illinois,68,UTSA,78,-10
2023-11-24,Jacksonville St.,77,UTSA,62,15
2023-11-25,Incarnate Word,80,UTSA,90,-10
2023-11-30,Lamar,83,UTSA,86,-3
2023-12-10,Arkansas Fort Smith,60,UTSA,93,-33
2023-12-21,Army,63,UTSA,53,10
2023-12-28,Prairie View A&M,89,UTSA,103,-14
2023-11-06,Eastern Washington,66,Utah,101,-35
2023-11-10,UC Riverside,53,Utah,82,-29
2023-11-17,Houston,76,Utah,66,10
2023-11-19,St. John's,91,Utah,82,9
2023-11-30,Hawaii,66,Utah,79,-13
2023-12-05,Southern Utah,86,Utah,88,-2
2023-12-09,BYU,69,Utah,73,-4
2023-12-16,Utah Valley,62,Utah,76,-14
2023-12-20,Bellarmine,43,Utah,85,-42
2023-12-29,Washington St.,58,Utah,80,-22
2023-12-31,Washington,90,Utah,95,-5
2023-11-06,South Dakota Mines,48,Utah St.,101,-53
2023-11-14,Southern Utah,84,Utah St.,93,-9
2023-11-19,Marshall,60,Utah St.,83,-23
2023-11-21,Stephen F. Austin,49,Utah St.,79,-30
2023-12-02,UC Irvine,69,Utah St.,79,-10
2023-12-06,San Diego,81,Utah St.,108,-27
2023-12-09,Northwest Nazarene,53,Utah St.,84,-31
2023-12-16,San Francisco,53,Utah St.,54,-1
2023-12-22,East Tennessee St.,65,Utah St.,80,-15
2023-12-02,Utah Valley,53,Utah Tech,65,-12
2023-12-09,Idaho,63,Utah Tech,62,1
2023-12-16,North Dakota,79,Utah Tech,62,17
2023-12-30,FIU,92,Utah Tech,96,-4
2023-11-06,Carroll MT,73,Utah Valley,81,-8
2023-11-24,Western Colorado,52,Utah Valley,87,-35
2023-11-29,Seattle,72,Utah Valley,78,-6
2023-12-05,Weber St.,54,Utah Valley,70,-16
2023-12-20,Liberty,79,Utah Valley,63,16
2023-11-06,McNeese St.,76,VCU,65,11
2023-11-10,Samford,65,VCU,75,-10
2023-11-15,Radford,50,VCU,73,-23
2023-11-18,Seattle,56,VCU,60,-4
2023-11-23,Iowa St.,68,VCU,64,4
2023-11-26,Penn St.,74,VCU,86,-12
2023-12-01,Norfolk St.,63,VCU,60,3
2023-12-06,Memphis,85,VCU,80,5
2023-12-10,Alcorn St.,58,VCU,86,-28
2023-12-16,Temple,78,VCU,87,-9
2023-12-22,Maryland Eastern Shore,51,VCU,75,-24
2023-12-30,Gardner Webb,73,VCU,87,-14
2023-11-09,Christendom,53,VMI,87,-34
2023-11-17,South Dakota,85,VMI,81,4
2023-11-25,Clarks Summit,63,VMI,100,-37
2023-12-02,Presbyterian,75,VMI,71,4
2023-12-09,American,77,VMI,69,8
2023-12-22,Penn State New Kensing,65,VMI,82,-17
2023-11-06,Trinity Christian,61,Valparaiso,100,-39
2023-11-10,IUPUI,66,Valparaiso,56,10
2023-11-14,Green Bay,59,Valparaiso,64,-5
2023-11-21,Western Illinois,66,Valparaiso,73,-7
2023-11-25,Southern,59,Valparaiso,71,-12
2023-11-29,Drake,83,Valparaiso,65,18
2023-12-16,Chicago St.,63,Valparaiso,62,1
2023-12-19,Samford,79,Valparaiso,61,18
2023-11-07,Presbyterian,68,Vanderbilt,62,6
2023-11-10,USC Upstate,67,Vanderbilt,74,-7
2023-11-14,UNC Greensboro,70,Vanderbilt,74,-4
2023-11-17,Central Arkansas,71,Vanderbilt,75,-4
2023-11-23,N.C. State,84,Vanderbilt,78,6
2023-11-29,Boston College,80,Vanderbilt,62,18
2023-12-02,Alabama A&M,59,Vanderbilt,78,-19
2023-12-06,San Francisco,73,Vanderbilt,60,13
2023-12-19,Western Carolina,63,Vanderbilt,62,1
2023-12-30,Dartmouth,53,Vanderbilt,69,-16
2023-11-06,Merrimack,55,Vermont,67,-12
2023-11-11,Plattsburgh St.,41,Vermont,92,-51
2023-11-16,Charleston,64,Vermont,73,-9
2023-11-22,Northern Vermont,57,Vermont,106,-49
2023-11-29,Dartmouth,53,Vermont,64,-11
2023-12-02,Yale,65,Vermont,66,-1
2023-12-09,Colgate,77,Vermont,71,6
2023-11-06,American,63,Villanova,90,-27
2023-11-10,Le Moyne,57,Villanova,83,-26
2023-11-17,Maryland,40,Villanova,57,-17
2023-11-23,North Carolina,81,Villanova,83,-2
2023-11-29,Saint Joseph's,78,Villanova,65,13
2023-12-02,Drexel,57,Villanova,55,2
2023-12-09,UCLA,56,Villanova,65,-9
2023-11-06,Tarleton St.,50,Virginia,80,-30
2023-11-14,North Carolina A&T,51,Virginia,80,-29
2023-11-16,Texas Southern,33,Virginia,62,-29
2023-11-20,Wisconsin,65,Virginia,41,24
2023-11-29,Texas A&M,47,Virginia,59,-12
2023-12-02,Syracuse,62,Virginia,84,-22
2023-12-05,North Carolina Central,47,Virginia,77,-30
2023-12-16,Northeastern,54,Virginia,56,-2
2023-12-27,Morgan St.,44,Virginia,79,-35
2023-11-06,Coppin St.,55,Virginia Tech,100,-45
2023-11-15,Campbell,44,Virginia Tech,60,-16
2023-11-19,Wofford,76,Virginia Tech,98,-22
2023-11-23,Boise St.,75,Virginia Tech,82,-7
2023-11-24,Iowa St.,62,Virginia Tech,71,-9
2023-11-26,Florida Atlantic,84,Virginia Tech,50,34
2023-12-03,Louisville,68,Virginia Tech,75,-7
2023-12-09,Valparaiso,50,Virginia Tech,71,-21
2023-12-16,Vermont,51,Virginia Tech,73,-22
2023-12-21,American,55,Virginia Tech,77,-22
2023-11-09,Molloy,48,Wagner,83,-35
2023-11-25,NJIT,51,Wagner,64,-13
2023-12-10,Boston University,73,Wagner,59,14
2023-12-22,Gwynedd Mercy,49,Wagner,98,-49
2023-11-06,Elon,78,Wake Forest,101,-23
2023-11-16,Utah,77,Wake Forest,70,7
2023-11-17,Towson,61,Wake Forest,71,-10
2023-11-19,LSU,86,Wake Forest,80,6
2023-11-24,Charleston Southern,56,Wake Forest,71,-15
2023-11-29,Florida,71,Wake Forest,82,-11
2023-12-06,Rutgers,57,Wake Forest,76,-19
2023-12-09,NJIT,59,Wake Forest,83,-24
2023-12-18,Delaware St.,59,Wake Forest,88,-29
2023-12-21,Presbyterian,68,Wake Forest,91,-23
